round,client_3,client_4,client_1,client_2,client_0
1,0.042995052337646486,-0.016515233516693116,0.11613384246826172,0.09850897789001466,0.08267133712768555
2,0.03598109245300293,0.008826190829277039,-0.0139009690284729,0.019293105602264406,0.034606423377990726
3,0.002972647249698639,0.003235639333724976,0.03167710304260254,-0.004251521825790405,0.0035462892055511475
4,0.11579595565795898,0.010378520488739013,0.003855271339416504,0.10434162139892578,0.1359531593322754
5,0.05938394546508789,0.029303431510925293,0.060113525390625,-0.01712315797805786,-0.0006989124417304993
6,0.01979856252670288,0.0009100240468978882,-0.022927048206329344,0.020945935249328612,0.013167717456817628
7,0.0380519437789917,0.017411353588104247,0.04217848777770996,-0.019960514307022094,-0.0010913606733083726
8,0.09540514945983887,0.017268977165222167,-0.016629371643066406,0.0941778564453125,0.0901655101776123
9,0.011080452203750611,0.006018497347831726,0.05065036296844483,-0.011544784307479858,0.0042675393819808964
10,0.040796003341674804,0.009476393461227417,-0.021889827251434325,0.03997720718383789,0.030366079807281496
11,0.013978133201599121,0.0048276853561401364,0.03898930549621582,-0.009633814692497253,0.0073128223419189455
12,0.06519189357757568,0.01817460298538208,-0.011401140689849853,0.06388996124267578,0.06037485122680664
13,0.007453253269195556,0.0027947229146957396,0.03420375347137451,-0.003920984864234925,0.0009319467842578888
14,0.013963422775268556,0.0034500065445899966,-0.009936666488647461,0.012605743408203125,0.008110474348068237
15,0.004496797025203705,0.0004414087533950806,0.012090296745300294,-0.003311302065849304,-0.0036659929156303405
16,0.028864259719848632,0.006935352683067322,-0.007073553800582886,0.02415628433227539,0.021344199180603027
17,0.0030406156182289125,0.00021142330020666123,0.015429952144622804,-0.001952289640903473,-0.0018995486199855805
18,0.01233501434326172,0.0026870605349540713,-0.005985963344573975,0.0076988542079925535,0.0043375551700592044
19,0.004607316851615906,0.0001952914521098137,0.0065544813871383665,-0.0022126896679401397,0.0002987882681190968
20,0.015683977603912352,0.00399812251329422,-0.005137274265289307,0.013846267461776734,0.008003044128417968
21,0.00435127854347229,3.7385616451501846e-05,0.008561677932739258,-0.002549409568309784,-0.0010088422149419785
22,0.008473574519157409,0.001725863516330719,-0.0050134813785552975,0.005305119752883911,0.0042646658420562745
23,0.003209371268749237,-0.000671515017747879,0.00024125158786773683,-0.0011015520989894867,-0.0008235841244459152
24,0.008170686364173889,0.0020665085315704347,-0.003942866623401642,0.008078155517578125,0.00508848786354065
25,0.002327665835618973,-0.0005347279459238052,0.0005532448738813401,-0.001296364963054657,-0.0027584874629974364
26,0.00792467474937439,0.0017921510338783264,-0.003751310110092163,0.006441090106964111,0.005166816711425781
27,0.0004723316431045532,-0.0004919201508164406,-0.0014881205558776856,-0.002120175063610077,-0.0013625529408454896
28,0.006378113031387329,0.001525799334049225,-0.003492226004600525,0.006329603195190429,0.006914848685264588
29,0.0004554165154695511,-0.0002511517517268658,-0.0029451370239257815,-0.0013639549911022186,5.10389544069767e-05
30,0.004679452180862427,0.0008445766568183899,-0.0031174516677856447,0.0035060489177703856,0.003160946369171143
31,-0.0004660388454794884,-0.0002837919816374779,-0.00335905522108078,-0.0006387284398078919,0.0005184314772486687
32,0.004272527992725372,0.0008687342703342438,-0.0026807475090026857,0.0039046502113342287,0.0016309675574302674
33,-0.0005272499099373818,-0.000316455289721489,-0.004176447689533234,-0.0010224185883998872,-0.0015146653354167938
34,0.0026348087191581725,0.00042120471596717834,-0.0022971034049987793,0.0028818723559379577,0.0011387735605239869
35,-0.0012042094022035599,-0.00012351928278803826,-0.0045261216163635255,-0.0011042608320713044,-0.0009989764541387558
36,0.0028880870342254637,0.0004085884243249893,-0.0019176019728183746,0.0023419128358364107,0.0010098529607057572
37,-0.0010852185636758805,-7.295261602848768e-06,-0.003993435800075531,-0.0007873884588479996,-0.0012484627217054368
38,0.001196020394563675,0.00017894435673952103,-0.0017914468050003053,0.0012576326727867127,0.0012146218866109849
39,-0.0014491558074951171,-0.00014217857271432878,-0.0034697318077087404,-0.00018466413021087647,-0.0012209060043096543
40,0.000976700484752655,0.0005193907022476196,-0.0016591544449329376,0.002239747941493988,0.0008240533620119095
41,-0.0013181248307228088,-0.000245186984539032,-0.0035016533732414247,0.00033876948058605196,-0.0010030176490545273
42,0.0006473950296640396,0.00033309977501630786,-0.0014824560284614563,0.0014724045991897584,0.00045008599758148196
43,-0.0008642373979091644,-4.448427818715572e-05,-0.002985862195491791,-4.592878744006157e-05,-0.0007346141338348389
44,-0.00018950343132019044,0.0002676645666360855,-0.0009962723404169083,0.0012442363798618318,0.00045919813215732574
45,-0.0007913987338542939,0.00012290658429265022,-0.0015828362107276916,6.746527273207903e-05,-0.0007031606882810593
46,0.00032873313874006273,0.0002585033141076565,-0.0008522219955921173,0.0008776066452264785,0.0009727978706359863
47,-0.0011555243283510209,-7.707868702709675e-05,-0.0018281738460063934,-0.0002823453769087791,-0.0004782921448349953
48,-0.0006302395462989808,0.00012050965800881387,-0.0004288262501358986,0.0004393318295478821,0.00015459255315363406
49,-0.000976431667804718,8.65416310261935e-06,-0.0011391115188598632,5.134447477757931e-05,0.0005211267992854118
50,-0.00030717328190803527,0.00011283994652330876,-0.000579804852604866,0.0007491374015808106,0.0002487280033528805
