round,local_training,shapley_computation,aggregation,evaluation
1,38.78859138302505,0.1763515950879082,0.07479327195324004,0.7790507780155167
2,38.44794414099306,0.14400396402925253,0.0739481250056997,0.7665238049812615
3,38.4514681979781,0.13012048695236444,0.07475213194265962,0.7658508740132675
4,38.23342697706539,0.12211427208967507,0.07860214402899146,0.7566624849569052
5,38.70696968201082,0.11604535509832203,0.07410786207765341,0.7499012179905549
6,38.06920634605922,0.11825764400418848,0.0775857490953058,0.7709620340028778
7,38.48288286104798,0.136296839104034,0.07569154899101704,0.7705448720371351
8,38.576285140938126,0.12365779292304069,0.07367808499839157,0.7649693459970877
9,38.33050060807727,0.12055545498151332,0.0745662379777059,0.7586359670385718
10,38.314745087060146,0.1254837290616706,0.07268039393238723,0.7643827899591997
11,38.32542793103494,0.12605832098051906,0.07462404808029532,0.7658510589972138
12,38.00903621397447,0.12772281398065388,0.07562015391886234,0.7642325049964711
13,38.60919966804795,0.12535455590113997,0.07615855208132416,0.7653241660445929
14,38.18176192196552,0.11796971899457276,0.0764003039803356,0.7583195839542896
15,38.41889600304421,0.1195174150634557,0.07719563005957752,0.7672110630664974
16,38.54593206802383,0.11607301596086472,0.07401968992780894,0.7694204599829391
17,38.84283096890431,0.12612761498894542,0.07444505498278886,0.7671490330249071
18,38.41244290804025,0.14442449901252985,0.0773293289821595,0.7697153689805418
19,38.464529040968046,0.12837396399118006,0.07982138299848884,0.7776665299898013
20,38.027861975948326,0.12348590197507292,0.0742372659733519,0.7930470200954005
21,38.559809070895426,0.11569620098453015,0.07348534802440554,0.7640208969824016
22,38.33692620799411,0.1229816050035879,0.07512500695884228,0.7623344339663163
23,38.52105472108815,0.11803080700337887,0.07741919299587607,0.7592975109582767
24,37.99902692902833,0.12414653797168285,0.0755054639885202,0.7595300989923999
25,37.96357264404651,0.12327829701825976,0.07402870897203684,0.7573137329891324
26,38.511072365916334,0.12278172199148685,0.07405874400865287,0.7629323769360781
27,38.426676289062016,0.13748938601929694,0.07869875803589821,0.7731360740726814
28,39.37698076397646,0.14167943992652,0.0740992579376325,0.7622730450239033
29,38.35525691101793,0.1284223929978907,0.07588644791394472,0.7783154540229589
30,38.23525222600438,0.1322330569382757,0.07386335905175656,0.776005627005361
31,38.61719729506876,0.12669585598632693,0.07406089594587684,0.7579869660548866
32,37.76762336993124,0.12312137393746525,0.0751507879467681,0.7631787699647248
33,38.34141489805188,0.12096446193754673,0.07420134206768125,0.7635163150262088
34,38.584688405971974,0.13531458599027246,0.07430851506069303,0.7674181429902092
35,41.7373847119743,0.13671546999830753,0.07673360803164542,0.7717714000027627
36,41.25741574796848,0.12901000294368714,0.07672284205909818,0.7663481789641082
37,40.601034724968486,0.1221544649451971,0.07705827208701521,0.7752495260210708
38,40.91325566195883,0.13520796305965632,0.0788036830490455,0.7707889170851558
39,41.69627056096215,0.14175081497523934,0.07885394908953458,0.7749496219912544
40,41.39827874698676,0.13841106509789824,0.08314981393050402,0.76513375795912
41,40.741649577976204,0.1270624400349334,0.07553958694916219,0.7642418820178136
42,39.86611639999319,0.13139824708923697,0.07613311801105738,0.766215413925238
43,40.627311841002665,0.13882202201057225,0.08542153902817518,0.7714581059990451
44,40.469939874950796,0.13097459403797984,0.07460738904774189,0.7720317660132423
45,40.508073381963186,0.1296200859360397,0.07562831998802722,0.7734244910534471
46,40.17163498303853,0.12026117090135813,0.07561231590807438,0.7687218930805102
47,39.699852285091765,0.12718106398824602,0.07802092004567385,0.7692981980508193
48,39.44066235795617,0.1260233729844913,0.07558340602554381,0.7738996339030564
49,40.18101001100149,0.12229716207366437,0.07768520899116993,0.7791167049435899
50,39.686133667011745,0.12744759093038738,0.07348074892070144,0.7653761929832399
