round,local_training,shapley_computation,aggregation,evaluation
1,72.03215440001804,0.27117069996893406,0.1397053999826312,1.830400799983181
2,71.49977590003982,0.22047240007668734,0.1413581999950111,1.8174601000500843
3,71.87295670004096,0.21484229993075132,0.13976649998221546,1.8081304000224918
4,71.58100040000863,0.21791770006529987,0.14279870002064854,1.8162125999806449
5,71.6054307000013,0.21637619996909052,0.1431184000102803,1.8144950000569224
6,71.75157490000129,0.2162430000025779,0.13942259992472827,1.810367599944584
7,71.79112890001852,0.21545789996162057,0.1412305999547243,1.8185012000612915
8,71.53793620003853,0.21558449999429286,0.14071529998909682,1.8112578999716789
9,71.48678829998244,0.21535210008732975,0.14024840004276484,1.8202020999742672
10,71.48814509995282,0.21657419996336102,0.13962859997991472,1.8103174000279978
11,71.60304049996193,0.21654030005447567,0.14181349996943027,1.8151934000197798
12,71.73009399999864,0.21799489995464683,0.14113810006529093,1.8118239999748766
13,72.86660800001118,0.22124309989158064,0.1484370999969542,1.8390210999641567
14,71.52366079995409,0.21862940001301467,0.1396718000760302,1.8181669999612495
15,71.63663289998658,0.21614049992058426,0.14027879992499948,1.8126419999171048
16,71.79021390003618,0.21775409998372197,0.1403221000218764,1.8119261999381706
17,71.59384530002717,0.2148324999725446,0.14160880004055798,1.811383599997498
18,71.5568061999511,0.21781679999548942,0.13985040003899485,1.8264572999905795
19,71.61453569994774,0.21662710001692176,0.1392288999632001,1.813684600056149
20,71.69762389990501,0.21699840005021542,0.14060470007825643,1.812962400028482
21,71.62970010004938,0.2165068999165669,0.1399972999934107,1.8157251999946311
22,71.67427409999073,0.21582479996141046,0.14269649994093925,1.8163070000009611
23,71.6516919999849,0.21574410004541278,0.1388760000700131,1.8085264000110328
24,71.6110945000546,0.2164226999739185,0.14095250004902482,1.8120665999595076
25,71.69788659992628,0.21726189996115863,0.1409510999219492,1.8135984999826178
26,71.5920996000059,0.21575590001884848,0.14011409995146096,1.8145153999794275
27,71.65871019999031,0.21589280001353472,0.13948930008336902,1.8197580999694765
28,71.71136869990733,0.21556110004894435,0.14038479991722852,1.8131943000480533
29,71.6756564999232,0.21719950006809086,0.14046870009042323,1.8312361999414861
30,71.60972629999742,0.21560659992974252,0.1408034999622032,1.811203100020066
31,71.65586920001078,0.21644309989642352,0.13955119997262955,1.8114470000145957
32,71.70105809997767,0.2164166000438854,0.1407743999734521,1.8162591999862343
33,71.58702789992094,0.2195698000723496,0.14265719999093562,1.8239548000274226
34,71.61927400005516,0.21693340002093464,0.14264340000227094,1.810390600003302
35,71.42989380005747,0.217707599978894,0.13936119992285967,1.8082687000278383
36,71.60123579995707,0.21784130006562918,0.14098409994039685,1.8128927999641746
37,71.52439259993844,0.21794180001597852,0.14011879998724908,1.8096049000741914
38,71.53589840000495,0.21751759992912412,0.14032610005233437,1.8235272000310943
39,71.6346818000311,0.21666739997453988,0.1389245999744162,1.821834500064142
40,71.70907740003895,0.21746960002928972,0.14261149999219924,1.815327599993907
41,71.58937359997071,0.21657669998239726,0.14000429993029684,1.8080202999990433
42,71.52423199999612,0.21748430002480745,0.13921130006201565,1.81929539993871
43,71.55464459990617,0.21536899998318404,0.14030169998295605,1.8140239999629557
44,71.46880849997979,0.21759270003531128,0.14152659999672323,1.810152699938044
45,71.63237420003861,0.2163724999409169,0.14188180002383888,1.815637300023809
46,71.61605640000198,0.21558179997373372,0.13962149992585182,1.8134913999820128
47,71.54455650004093,0.2168754000449553,0.1407813000259921,1.80822700005956
48,75.12009229999967,0.21820519992616028,0.14022729999851435,1.820782000082545
49,71.65066119993571,0.2155716000124812,0.14014000003226101,1.8151068000588566
50,71.75461119995452,0.2165865000570193,0.14053560001775622,1.8152486999752
