round,client_0,client_3,client_1,client_2,client_4
1,0.026826281547546387,0.023644881248474123,0.02105425834655762,0.023083999156951904,0.026235785484313965
2,0.010863358974456788,0.008616620302200317,0.009591082930564881,0.008114149570465088,0.005454235076904297
3,0.008438645601272584,0.006687109470367432,0.006287867426872254,0.0051510435342788695,0.006342540979385376
4,0.003840038478374481,0.0034256577491760254,0.002698588967323303,0.0028822213411331178,-0.0010793862491846084
5,0.0023293018341064456,0.0013032901287078858,0.002130218744277954,0.0015378740429878234,-0.004041635990142822
6,0.0013814783096313477,0.0005841168761253357,0.001241132915019989,-0.000632367953658104,-0.008112496137619019
7,-0.0007400002330541611,-0.0007447344064712524,-0.000728239044547081,-0.0004119047150015831,-0.012821383476257324
8,-0.005533790588378907,-0.0038035711646080017,-0.0033671155571937564,-0.003888125419616699,-0.017737350463867187
9,-0.010001608133316041,-0.00750631332397461,-0.006225042343139649,-0.006093919277191162,-0.017764359712600708
10,-0.0061651039123535156,-0.006649022102355957,-0.005729212760925293,-0.0074362075328826905,-0.015367580652236939
